#           Observatorio Astronomico Nacional San Pedro Martir
#STAR_ID           RA        DEC        U        B        V        R        I 
#1                  2          3        4        5        6        7        8 
113        274.552754 -12.281164  14.5796   14.258   13.985  13.7572  13.7155
440        274.531398 -12.281026  95.3236   96.022   13.994  13.0772  12.4345
1406       274.446659 -12.202421  95.3236   14.655       14  13.5642  13.2985
1418       274.443583 -12.209193  95.3236   14.607   14.018  13.5412  13.1955
809        274.509601 -12.241259  95.3236   15.089   14.025  13.1792  12.5485
345        274.538210 -12.261120  95.3236   96.022   14.055  13.6272  13.4295
132        274.552981 -12.180896  95.3236    15.06   14.078  13.3262  12.7425
123        274.553281 -12.202274  95.3236   15.133   14.108  13.2812  12.6595
285        274.541864 -12.282838  95.3236   15.354   14.113  13.1662  12.4265
884        274.504330 -12.257388  14.2056   14.496   14.124  13.8452  13.6915
637        274.520192 -12.218079  95.3236   14.605   14.139  13.7402  13.3745
1421       274.442945 -12.247594  14.4716   14.472   14.155  13.9732  13.9315
430        274.533516 -12.169446  14.4656    14.39   14.163  14.0402  14.0995
859        274.506861 -12.206168  95.3236   15.458   14.177  13.1842  12.4475
309        274.541506 -12.187602  95.3236   15.083   14.188  13.4222  12.8365
1282       274.472291 -12.179255  95.3236   14.661   14.197  13.8292  13.6035
353        274.538933 -12.177616  95.3236   96.022   14.198  13.8012  13.2435
1403       274.445890 -12.274851  95.3236   14.754   14.211  14.0042  14.0025
1207       274.480624 -12.247770  14.6136   14.528   14.217  13.9192  13.8165
1025       274.495174 -12.253191  14.3176   14.504   14.221  13.9102  13.6945
399        274.535092 -12.240359  14.1386   14.363   14.222  14.0662  14.0755
520        274.527045 -12.226116  95.3236   15.311   14.224  13.4162  12.8155
405        274.534384 -12.263780  95.3236   14.785   14.238  13.7612  13.3595
1133       274.487068 -12.272264  95.3236   96.022    14.25  14.0862  98.2045
173        274.549199 -12.255796  95.3236    16.03   14.256  12.9132  11.8735
358        274.538564 -12.181893  95.3236   96.022   14.257  14.2242  13.9715
1107       274.490487 -12.175856  95.3236    14.64   14.265  13.9642  13.8105
1270       274.474178 -12.170131  14.5006   14.605   14.279  14.0122  13.8595
216        274.547116 -12.184573  95.3236   14.724    14.28  13.9182  13.7615
73         274.555239 -12.265870  95.3236   14.586   14.287  14.0542  13.9785
916        274.502600 -12.268925  95.3236   15.549   14.294  13.3982  12.7405
952        274.499736 -12.284294  95.3236   14.753   14.303  13.9672  13.7735
568        274.524600 -12.194577  14.7496   14.665   14.305  13.9372  13.5845
441        274.532889 -12.170011  95.3236   14.694   14.311  13.9312  13.6505
289        274.541481 -12.276081  95.3236   15.955   14.313  13.1342  12.2375
1257       274.474727 -12.217025  95.3236   14.269   14.314  97.5352  98.2045
740        274.513034 -12.254309  95.3236   14.615   14.314  14.0612  14.0375
124        274.553406 -12.181753  95.3236    15.31   14.328  13.5722  12.9805
832        274.508794 -12.194732  14.5766   14.743   14.377  14.0162  13.7705
631        274.520093 -12.247066  95.3236   14.513   14.379  14.1192  14.0045
878        274.505855 -12.168010  95.3236   15.034   14.386  13.8832  13.5185
1102       274.489505 -12.283067  95.3236   15.103   14.406  13.8122  13.4455
38         274.558714 -12.178858  14.6556   14.695   14.447  14.2222  14.0995
1427       274.441731 -12.257335  95.3236   15.104   14.456  13.9282  13.6665
1219       274.479625 -12.234222  95.3236   15.778   14.476  13.5102  12.7065
1309       274.467080 -12.225922  14.4856   14.787   14.478  14.1992  14.0755
1123       274.488201 -12.260757  95.3236   15.882   14.484  13.4652  12.6855
78         274.556031 -12.186669  95.3236    15.57   14.505  13.6852  13.0685
1387       274.450404 -12.242232  95.3236   15.174   14.541  14.0112  13.6295
820        274.508425 -12.256123  14.6286     14.9   14.541  14.2422  14.1755
868        274.505487 -12.257231  95.3236   16.106   14.547  13.4402  12.6315
519        274.526637 -12.256855  95.3236   14.968   14.563  14.2532  14.0545
1264       274.473405 -12.264774  95.3236   14.788   14.595  14.4312  14.4215
308        274.540469 -12.271508  95.3236   15.928     14.6  13.5912  12.8075
427        274.532263 -12.279391  95.3236   15.235   14.604  14.0532  13.6015
567        274.524167 -12.228397  95.3236   16.295   14.605  13.3012  12.2145
1229       274.479185 -12.185960  95.3236   15.096   14.609  14.1712  13.8745
3          274.559831 -12.280679  95.3236   15.732   14.614  13.6932  12.9565
573        274.524258 -12.200644  95.3236   14.939   14.616  14.2902  14.0735
767        274.512736 -12.184084  14.5576   15.019    14.62  14.2952  14.1125
60         274.556347 -12.244039  95.3236   15.208   14.621  14.1692  13.8545
964        274.499872 -12.219286  95.3236   14.978   14.643  14.2922  14.0115
483        274.528571 -12.279197  95.3236   16.046   14.659  13.4982  12.5215
875        274.505374 -12.231858  95.3236   15.814   14.661  13.8092  13.1625
918        274.502261 -12.282863  95.3236   15.277   14.669  14.1162  13.6585
771        274.511498 -12.248818  95.3236   16.337   14.678  13.5142  12.6395
682        274.517546 -12.192803  95.3236    16.38   14.679  13.2232  11.9705
1208       274.480320 -12.268548  95.3236   14.946   14.693  14.3212  13.4505
551        274.524967 -12.255342  95.3236   16.184   14.694  13.5242  12.6755
1368       274.455048 -12.192650  95.3236   15.237   14.711  14.2902  13.9985
1113       274.489989 -12.180426  95.3236   15.133   14.727  14.3382  14.0895
443        274.532264 -12.212985  95.3236   16.008   14.738  13.7122  12.9745
774        274.511840 -12.218689  95.3236    15.97    14.78  13.8202  13.0895
1306       274.468363 -12.192755  95.3236    15.37   14.786  14.2932  13.9095
1245       274.476690 -12.205850  95.3236   15.423   14.787  14.1802  13.8495
379        274.536560 -12.236750  95.3236   16.353   14.806  13.1372  11.4685
857        274.506739 -12.223661  95.3236   15.131   14.808  14.5072  14.4715
363        274.538265 -12.180195  95.3236   96.022   14.816  14.6132  14.1975
296        274.541654 -12.225163  95.3236   16.253   14.821  13.7592  12.9755
300        274.542216 -12.175458  95.3236   15.995   14.821  13.8812  13.1655
307        274.540914 -12.243668  95.3236   15.302   14.832  14.4322  14.2075
496        274.528629 -12.223964  95.3236   15.909   14.832  13.9622  13.3245
970        274.498724 -12.283423  95.3236   15.217   14.836  14.5452  14.4375
1186       274.484214 -12.186020  95.3236   16.609   14.847  13.3682  12.1985
906        274.503520 -12.228718  95.3236   16.106    14.86  13.9512  13.2675
640        274.519901 -12.227818  95.3236    15.76   14.863  14.2962  13.8795
929        274.502655 -12.202344  95.3236    15.28   14.873  14.5712  14.3935
800        274.509973 -12.245834  95.3236   14.557   14.876  14.7872  14.7295
1409       274.446540 -12.173071  95.3236   15.269   14.885  14.5312  14.5085
730        274.514147 -12.222138  95.3236   16.275   14.887  13.9772  13.3045
1097       274.490521 -12.214711  95.3236   16.102    14.89  13.9612  13.2595
954        274.499689 -12.281077  95.3236   15.417   14.896  14.4452  14.0635
